company_id,ceo,city,company_name,company_type_dict,contact_address,country,found_year,geo,hq,incorporated,industry,intro,link_facebook,link_ins,link_linkedin,link_twitter,link_youtube,logo,operate_state_dict,postcode,province,staff_range
b7a30423466d309d86d6e082f739efdb,,Lynbrook,Chrein.com LLC,Privately Held,"30 Sunset Avenue, Lynbrook, NY, 11563, US",United States,1995,us,"Lynbrook, NY",,"Technology, Information and Internet","Chrein.com has been serving our clients'? web, print and video needs since 1995. That makes us out-and-out veterans, as the web goes.

Our experience has taught us much -- for example, that the web is constantly changing. So, while we bring a wealth of experience to the table, we also maintain a fresh, open outlook and keep an eye on what is coming next.

The one thing that has never changed -- and won't change as long as we're drawing breath -- is the need for customer service. We know there is a lot riding on your project, and we concentrate on making the process easy and the outcome successful.",https://www.facebook.com/chreincomwebdesign,,https://www.linkedin.com/company/chrein.com-llc,,,https://static.myflashinfo.com/image/3/0/6/306476784012ce32c74b7e97716ae7fb.jpeg,,,New York,2月10日
e1149313f19985b5a84b68051720f150,,Brooklyn,Clarke.ai,Privately Held,"Brooklyn, NY, US",United States,2016,us,"Brooklyn, NY",,"Technology, Information and Internet","Clarke.ai, is focused on helping people be more present during meetings and save time by providing artificial intelligence technology that takes notes for users on their calls.

Here's how it works:
(1) Forward your calendar invite with dial-in information to Clarke.ai
(2) Clarke.ai will dial in during the scheduled call
(3) You will receive bulleted notes from your calls in your user dashboard which you can edit and share with others.

http://www.clarke.ai/signup",https://www.facebook.com/clarkeai,,https://www.linkedin.com/company/clarke.ai,https://www.twitter.com/clarkedotai,,https://static.myflashinfo.com/image/1/6/0/16046aa3d3f400a5d712fee98a80aeed.jpeg,,,New York,2月10日
fa9434cc850cdcde9acbd152e5eaa6a0,,Pelham,Classical Recording Foundation,,"128 Manor Ln, Pelham, NY, 10803, US",United States,,us,"Pelham, NY",,"Technology, Information and Internet",,,,https://www.linkedin.com/company/classical-recording-foundation,,,,,,New York,0-1
b9fcd845b7aef94eb3fcac1f526d870f,,Astoria,Clearmeadow Media,Self-Employed,"31st Ave, Astoria, NY, 11106, US",United States,,us,"Astoria, NY",,"Technology, Information and Internet",,,,https://www.linkedin.com/company/clearmeadow-media,,,https://static.myflashinfo.com/image/7/7/a/77a00c2154ac55d1512ba30c9694e52e.jpeg,,,New York,0-1
a0c34dc1feb8dc658ba97b8b3aa13b63,,New York City,ClikHome,Privately Held,"137 E 110th St, New York City, New York, 10029, US",United States,,us,"New York City, New York",,"Technology, Information and Internet","Clikhome is the apartment matching engine. It helps users to find their next rental apartment. It streamlined the entire process, from searching for the rental to actual application.

After the users found the apartment which they like, they can immediately apply for that property. Information will be passed along to the property manager, who screens the applicant and decides about the approval.",,,https://www.linkedin.com/company/clikhome,,,https://static.myflashinfo.com/image/c/6/a/c6a9b77be6fbff25420b6ff5523647cc.jpeg,,,New York,2月10日
ef8ec1269b419424a7afbc74e083d2c6,,Brooklyn,Codacity Strategic Small Business Web Services,,"77 Sands Street, Brooklyn, NY, 11201, US",United States,2011,us,"Brooklyn, NY",,"Technology, Information and Internet","We give people the technology they need for their ideas to succeed using our smart, budget-friendly approach.",,,https://www.linkedin.com/company/codacity-strategic-web-services,,,https://static.myflashinfo.com/image/6/8/8/688669a3fae5b519ed95bb7a07c57963.jpeg,,,New York,0-1
d3f81d7c6e6db3fa3164a893fab71a8b,,Ithaca,CoLab Cooperative,Privately Held,"Ithaca, NY, 14850, US",United States,2011,us,"Ithaca, NY",,"Technology, Information and Internet","CoLab helps visionary entrepreneurs, social enterprise startups and global change makers build movements by designing and developing technical solutions that better lives and win hearts. We work collaboratively with organizations who share our desire to bring peace, joy, and wisdom to the planet. We provide strategic, design, development and training services tailored to fit business objectives.",https://www.facebook.com/colab.coop,,https://www.linkedin.com/company/colab-coop,https://www.twitter.com/colabcoop,,https://static.myflashinfo.com/image/6/6/9/669705a63ab9b12bc712801413cd43c2.jpeg,,,New York,11-50
eb7b90a63c1ce2065f3b6210589c4f09,,New York City,College Weekly,Privately Held,New York City,United States,2015,us,New York City,,"Technology, Information and Internet","College Weekly is an innovative, diversified multi-medium platform and marketing services company. We create authentic ways to make meaningful connections with today's trendy student demographic through hyper-local and complex media. The content produced for College Weekly's audience is driven at its core by touring nonstop across the top college campuses in the U.S.

For general inquiries: curtis@collegeweekly.com",,,https://www.linkedin.com/company/college-weekly,,,https://static.myflashinfo.com/image/8/4/d/84d6fa99b9158cdb08d519689a9afbe2.jpeg,,,New York,2月10日
fe962171fc80a79be8c21175d96e88e7,,Buffalo,COMAND Solutions,Privately Held,"110 Elmwood Ave., Buffalo, NY, 14201, US",United States,2004,us,"Buffalo, NY",,"Technology, Information and Internet","COMAND Solutions designs, builds and supports content management solutions for organizations ranging from small non-profits to large corporations.

Our tailored content management solutions connect existing personnel, workflow and systems into a single, fully-managed solution that evolves with your business operations.

We provide the services and infrastructure that create and power successful websites, intranets, portals and other web-based business operations.",https://www.facebook.com/comandsolutions,,https://www.linkedin.com/company/comand-solutions,https://www.twitter.com/comandsolutions,,https://static.myflashinfo.com/image/2/3/5/235e368f5519713df7e296db23017cef.jpeg,,14201,New York,2月10日
08288c838c40624e66a15c3ff9879701,,New York City,Plus Factory,Privately Held,"27 W. 24th Street, New York City, 10010, US",United States,2007,us,New York City,,"Technology, Information and Internet","A global digital agency. We offer a full range of strategy, creative, UI, UX, front-end and back-end services to clients, to help produce and execute their digital/interactive/mobile needs. We partner with brands, media companies and publishers to bring their digital/mobile programs to life.

Plus Factory Mobile is a division of Plus Factory that focus exclusively on mobile strategy, services and solutions for Clients.

Offices in US and Asia.",,,https://www.linkedin.com/company/plus-factory,,,https://static.myflashinfo.com/image/4/d/f/4df8c84b90d308216b44e4fc16c7a445.jpeg,,,New York,2月10日
0a98a0e37c9356332875cd6644ee5bdc,,New York City,BFC Support,Privately Held,"33 Irving Place , New York City, New York, 10003, US",United States,2010,us,"New York City, New York",,"Technology, Information and Internet","We fix problems and maintain order on WordPress, Drupal and Joomla sites. We are a group of New York and California-based experienced web developers ready to dive into your website.

Most dev shops would rather build a full site than clean up someone else's mess or build new features on a foundation someone else built. But we love that work!

We want to help you strengthen your online presence by refining your website into the one of your dreams",https://www.facebook.com/realbfcsupport,,https://www.linkedin.com/company/bfc-support,https://www.twitter.com/realbfcsupport,,https://static.myflashinfo.com/image/7/2/1/721fe85c60772973adcaa993ffb98e1e.jpeg,,,New York,2月10日
aa857a784fcac7dbfc4be278cd96f280,,Buffalo,"CrowdBouncer, Inc",Privately Held,,United States,2012,us,,,"Technology, Information and Internet","We believe in the democratization of the capital markets. All enterprises should have access to capital to build great companies, develop groundbreaking technologies, and build world-class teams of talent. Likewise, all investors should have opportunities to participate in the performance of startup companies. However, we also believe in the need for thoughtful and effective tools to regulate such an ambitious and burgeoning capital marketplace. Crowdfunding portals are at the forefront of this process. Our goal is to enable crowdfunding portals to focus on their core competency of building great user experiences and innovative tools for helping investors find and evaluate investment opportunities. We provide transactional, compliance and fiduciary services to crowdfunding portals that will allow them to orchestrate and close crowdfunding transactions in compliance with the JOBS Act, all while maintaining an undisrupted user experience. We are driven to improve scalability and efficiency for portals under the JOBS Act's challenging regulatory regime. To do so, we partner with market leading technology providers focused on the specific challenges of the crowdfunding environment.

We urge all stakeholders in crowdfunding to adopt responsible and robust attitudes towards the compliance and transactional aspects of crowdfunding to protect the vitality of, and investor confidence in, this capital marketplace.",https://www.facebook.com/pages/crowdbouncer/507412699297996,,https://www.linkedin.com/company/crowdbouncer-llc,https://www.twitter.com/crowdbouncer,,https://static.myflashinfo.com/image/d/d/8/dd81a465df87659299d2cf58214101aa.jpeg,,,New York,2月10日
0bedac2aadfc01a24f0f87fbbc29a491,,Beacon,3D Archery,Privately Held,"159 Wilkes St, Beacon, New York, 12508, US",United States,2013,us,"Beacon, New York",,"Technology, Information and Internet",3D Archery's goal is to spread the joy of 3D Archery via Youtube via course videos and awards. We also make and sell unique 3D Archery Targets.,,,https://www.linkedin.com/company/3d-archery,,,https://static.myflashinfo.com/image/7/6/c/76c4e4d526fb5666aaa2f32850b9b786.jpeg,,,New York,0-1
0cc0857e1b4f14fa8ad8bb946e66f75f,,Coram,Long Island Website Design - All Things Digital,Public Company,"Coram, NY, 11727, US",United States,,us,"Coram, NY",,"Technology, Information and Internet","Founded in 2013, All Things Digital  is a Long Island based website design company dedicated to offering the following essential services to any business! Long Island Website Design, Online Marketing, Search Engine Optimization, Pay-Per-Click Management, Social Media Management and more!",,,https://www.linkedin.com/company/all-things-digital,,,https://static.myflashinfo.com/image/9/1/a/91a56ef2a68909ffa60c092f819cbb37.jpeg,,,New York,0-1
0df1bd365e18000c1608ff8a13abaf78,,Brooklyn,BestTechie,Privately Held,"251 7th St, Brooklyn, New York, 11215, US",United States,2003,us,"Brooklyn, New York",,"Technology, Information and Internet","BestTechie provides informative videos, product reviews, consulting services, and articles on all aspects of technology and business. Our mission is simple: We make technology easy for everyone.",https://www.facebook.com/besttechie,,https://www.linkedin.com/company/besttechie-holdings-inc.,https://www.twitter.com/besttechie,https://www.youtube.com/besttechie,https://static.myflashinfo.com/image/1/d/b/1db53ba49ad4d667629f872a7567d806.jpeg,,,New York,2月10日
0e5e6a430100b5245ef5beb5ee53280e,,Goshen,Decorative Product Source,Privately Held,"Goshen, NY, 10924, US",United States,,us,"Goshen, NY",,"Technology, Information and Internet",,,,https://www.linkedin.com/company/decorative-product-source,,,,,,New York,11-50
debdbbb847424f08971ffe0f0321865e,,Stony Brook,Cuchara,Privately Held,"PO BOX 4305, Stony Brook, Ny, 11790, US",United States,2005,us,"Stony Brook, Ny",,"Technology, Information and Internet","Cuchara? is a one stop directory for Latinos worldwide. Cuchara? provides a host of resources for visitors: local deals, events, classifieds, and business listings. At Cuchara?, we’re constantly keeping up on news and issues that are most relevant to our target market, and pride ourselves on consistently publishing fresh/premium content.

At Cuchara?, we provide a wide variety of sponsorship opportunities to help bring visibility to your business. We are a platform to engage your clients and present your brand at the forefront of the industry.",,,https://www.linkedin.com/company/cuchara,,,,,,New York,2月10日
0bcce143921ff95d07ee3bbaa8aeac68,,Rochester,cvh productions,,"504 wintergreen way, rochester, ny, 14618, US",United States,2010,us,"rochester, ny",,"Technology, Information and Internet","Cvh productions

Providing full-cycle services in the areas of creative design, marketing media strategy, software and web application/cloud development. Combining solid experience in business and marketing, technical expertise, and quality-driven delivery model to offer progressive and efficient end-to-end web solutions.

Current development sectors include; Advertising, Entertainment, High-Tech Ventures, Real Estate Lease Management, and Sales.

Our goals are to provide you and your clients with the best application and user experience.",https://www.facebook.com/cvhproductions,,https://www.linkedin.com/company/cvh-productions,,,https://static.myflashinfo.com/image/4/0/3/403934ea8e93a1704dc67d208303f859.jpeg,,,New York,0-1
b152c2e51c1484f0a8cdbf42c49cb65b,,Brooklyn,Cymbal,Privately Held,"195 Montague St, Brooklyn, New York, 11201, US",United States,2014,us,"Brooklyn, New York",,"Technology, Information and Internet",The music community,,,https://www.linkedin.com/company/cymbal,,,https://static.myflashinfo.com/image/2/d/8/2d8067613ffb9fff3c6b0e78e25e8806.jpeg,,,New York,2月10日
f4675e42eb1531c7f0be713391d59c36,,Brooklyn,Damashek Consulting,Privately Held,"100 Jay Street, Brooklyn, New York, 11201, US",United States,2002,us,"Brooklyn, New York",,"Technology, Information and Internet","Damashek Consulting is a boutique marketing agency dedicated to creating brand experiences that move consumers – and more importantly – move them to act. In today’s fragmented media marketplace, the consumer increasingly holds the reins when it comes to interacting with brands. We believe that when consumers visit your website or are presented with your brand, you had better make the most of their experience. This is our specialty.

Headquartered in New York City, with a design and production center in Calgary, Canada, Damashek Consulting provides a high-touch approach and sharp execution at significant value over comparable firms. We welcome the opportunity to show you our difference.",,,https://www.linkedin.com/company/damashek-consulting,,,https://static.myflashinfo.com/image/3/d/c/3dc84f5c713e8e1f1cc96daf98d38a4e.jpeg,,,New York,0-1
b2813b1436e33d31fd3693d3db6a44fb,,New York City,Datazoom,Privately Held,"600 Third Ave, 2nd Floor, New York City, NY, 10016, US",United States,2017,us,"New York City, NY",,"Technology, Information and Internet","Datazoom is an enterprise Video Data Platform technology company that standardizes and enriches data for video teams and their technology partners. Through a variety of real-time data collection software and routing services, the Datazoom’s platform offers flexibility and transparency in data collection so that operations, engineering, product and business decisions can be made with confidence. Companies that drive revenue with video use Datazoom to democratize insight, decrease inefficiencies, and deliver captivating end-user experiences. Unlock your data’s Black Box at datazoom.io.
Datazoom’s platform is used by companies who offer and leverage streaming video to derive real-time, intelligent conclusions from video data. Datazoom is the only Video Data Platform that offers flexibility and transparency in data collection so that operations, engineering, product and business decisions can be made with confidence, unlike your team using black-box analytics tools. With Datazoom, companies that offer or leverage streaming video can use their resources efficiently, and profitably",,,https://www.linkedin.com/company/datazoom,https://www.twitter.com/datazoom_io,,https://static.myflashinfo.com/image/5/5/9/55944d81e6af523737aab2ff04107e8c.jpeg,,,New York,11-50
db81ce54fe9e5a003394bca98283b0e5,,Long Island City,Datonics LLC,Privately Held,"37-18 Northern Boulevard, Suite 404, Long Island City, New York, 11101, US",United States,2011,us,"Long Island City, New York",,"Technology, Information and Internet","Datonics, a subsidiary of AlmondNet, is the Internet's leading independent aggregator and distributor of highly granular and proprietary search, purchase-intent, life-stage, B2B, demographic and premium data. Datonics'? 1,000+ pre-packaged segments and unlimited number of custom keyword-derived segments facilitate the delivery of highly relevant, privacy-sensitive ads to consumers on all of their devices. Datonics is headquartered in New York City with a research and development center in Tel Aviv, Israel. Datonics is a member of the Network Advertising Initiative (NAI).",https://www.facebook.com/datonics,https://www.instagram.com/datonics,https://www.linkedin.com/company/datonics-llc,https://www.twitter.com/datonicsdata,,https://static.myflashinfo.com/image/9/3/1/931af2710d26314cf07d74d977bb03e6.jpeg,,,New York,11-50
1b5dabaa180b78b7f6d97f5d83a716cb,,New York City,DayDay,Privately Held,"New York City, New York, US",United States,2017,us,"New York City, New York",,"Technology, Information and Internet",DayDay is fans connected. We're revolutionizing the way KPop fans interact. Launching soon in the app store.,,,https://www.linkedin.com/company/dayday,,,https://static.myflashinfo.com/image/8/d/b/8db82f9870441beb488c73ca35858ac6.jpeg,,,New York,2月10日
e47d0addcf580080fd68afb8a7fb1c76,,Queens,Dealarious,Partnership,"Queens, New York, 10030, US",United States,2014,us,"Queens, New York",,"Technology, Information and Internet","Dealarious brings you the best deal on any Software for PC / Mac platform offering huge discounts using coupon codes.

Mission
Stop Steal. Start Deal.

That is a tagline and mission of our website. By saying that, we mean to say- Stop pirating and start getting the genuine product for cheaper price. So, here steal refers to piracy and Deal means a promotional sale at discounted price.

Description
Dealarious is a division of Blogsolute Media LLP. We are in software industry since 2007 and through this online store, we are helping users to get access to the best deals with exclusive discount to purchase apps at cheapest price.

You choose the product and purchase it from Dealarious which is authorized and trusted seller. Everything we feature is a legal, current version of the product.",,,https://www.linkedin.com/company/dealarious,https://www.twitter.com/@dealariousoffer,,https://static.myflashinfo.com/image/e/1/4/e1457b156e9df045677dda005aa233dd.jpeg,,,New York,2月10日
c5c3c189de8e7a13fc761eb26cbd1314,,Brooklyn,Deep Technologies,Privately Held,,United States,2021,us,,,"Technology, Information and Internet","Deep is a no-code platform to build worlds in the metaverse. Deep makes world-building insanely easy with simple and intuitive tools.

At Deep, our mission is to empower everyone to create any virtual world they want. Our vision is billions of user-generated virtual worlds, built by regular people, openly shared and visited by everyone.

Users can start with pre-built templates and customize their world to their liking. They can control their environment, create unique worlds, and explore new worlds with friends.",,,https://www.linkedin.com/company/deep-0,,,https://static.myflashinfo.com/image/6/f/1/6f14ca3f5ee8a9a79d2369856bc7c5ad.jpeg,,,New York,2月10日
eef972540a240beb271ccaa843c636b0,,Astoria,Designsters,Public Company,"11-42 31st avenue, #4A, Astoria, NY, 11106, US",United States,2005,us,"Astoria, NY",,"Technology, Information and Internet","Our team of design and programming professionals is ready for any challenge no matter how difficult or complex.

We're always full of creative and cutting edge ideas and never let an opportunity pass to prove it to our clients by creating perfect solutions.

We provide a total range of web services and high-end website development. We specialize in custom web programming, whether a simple web page, an e-commerce site, a Content Management System (CMS) or even the most complex interactive platform, our work is state of the art, search engine friendly WEB 2.0 design, utilizing the latest techniques in Search Engine Optimization (SEO).

""Quality is not an act, it is a habit"" - Aristotle

Aristotle may have been thinking about Designsters; quality is our habit and our assurance to our clients.

Founded in 2005, Designsters has been successfully satisfying our clients from the very beginning. We have grown quickly, taking on every challenge with 120% commitment to become the name you think of when you think of quality...

The Designsters",,,https://www.linkedin.com/company/designsters,,,https://static.myflashinfo.com/image/2/c/f/2cffbeb0957416631bc3ac880758cd60.jpeg,,,New York,2月10日
f09fc723eed9853de707976da9b2ce40,,New York City,DEVGRU,Privately Held,"New York City, New York, 10017, US",United States,2017,us,"New York City, New York",,"Technology, Information and Internet","DEVGRU is a full service digital agency specializing solely on conversion rate optimization. By leveraging your current MarTech investment, we ensure your testing and personalization program is profitable, efficient and able to adapt to ever changing market conditions.

Our team of specialized operators offer 25+ years of experience helping fortune 500 and 100 companies across various verticals. With DEVGRU, clients are able to obtain insight about their customers generating longer, more qualified, deeper engagements yielding a higher ROI through a more effective UX.",,,https://www.linkedin.com/company/devgru,,,https://static.myflashinfo.com/image/0/2/0/0209367b97d64529375916d64af74af1.jpeg,,,New York,2月10日
ad5ceaf5119eacc402827543da63ec28,,New York City,Digimentors,Partnership,"New York City, NY, US",United States,2018,us,"New York City, NY",,"Technology, Information and Internet","Digimentors is a full service agency that specializes in TV-style virtual and hybrid events, social, mobile, and digital media consulting.
 
Getting great content in front of the right people is crucial, and it’s what we do best. We’ll help you produce high-quality, shareable content, and build the toolkit to use it successfully.

We’ll take your in-person conference or event — of any size, public or private — and turn it into a TV-style production.

We cover all aspects of live and pre-produced shows. Show off your expertise, insights, products, services, and more — and look great doing it",https://www.facebook.com/digimentors,,https://www.linkedin.com/company/digimentors,https://www.twitter.com/digimentors,,https://static.myflashinfo.com/image/a/6/e/a6e51a07e2375c6bef9a012072ef4e1d.jpeg,,,New York,11-50
f0d197c439239b90b22d70034c2a23ef,,New Paltz,Digital Spec,,"P.O. Box 1189, New Paltz, NY, 12561, US",United States,2014,us,"New Paltz, NY",,"Technology, Information and Internet","Digital Spec is a diverse team of writers, coders and designers bringing you professional and high-impact web and graphic results. From websites to brochures, mobile-apps to ads, we take the time to give you a quality solution to meet your needs.",,,https://www.linkedin.com/company/digital-spec,,,,,,New York,2月10日
fa9173dd7caaf2c0c5c3b70000a786ee,,Astoria,"Digital Villain Studios, LLC",Public Company,"Digital Villain Studios, Astoria, NY, 11106, US",United States,2013,us,"Astoria, NY",,"Technology, Information and Internet","Digital Villain Studios is a New York City based digital media production boutique, with a very strong interest in pop culture, digital lifestyle, and emerging technologies.

Founded in 2013, we are located in the vibrant Kaufman Arts District in Astoria, New York - minutes away from Manhattan. We specialize in digital media consulting, short form video, and photography. We consult with others to help achieve their goals, while we create our own digital endeavors..

Connect with us!

Web: http://digitalvillain.com
Facebook: https://www.facebook.com/digitalvillainstudios
Twitter: @digitalvillain",,,https://www.linkedin.com/company/digital-villain-studios-llc,,,,,,New York,0-1
ad6a53481fc7036e0dded30b3a838618,,New York City,Digital Media Ventures,Privately Held,"New York City, US",United States,,us,New York City,,"Technology, Information and Internet","? Are you looking to one-up your competition and want to show your prospects/clients that you got featured in the news?

We can help you get a press release written and distributed to Bloomberg, Yahoo Finance, Yahoo News, Nasdaq, Street Insider, Market Watch, Benzinga, Digital Journal, affiliate websites of FOX, USA TODAY, and 300+ branded media sites! ?

Once your press release has been distributed, go ahead and add the logos ""as seen on: ABC, NBC, CBS, USA TODAY & more!"" to your website for social proof and instant credibility. ?

PR is a great way to announce your product/service to a much larger audience in a very cost effective way. ?

A PR in leading media outlets gets you tremendous publicity. ?

You also get quality Backlinks from high-authority sites. Google loves it. ?

And, there is always a chance that your story is picked up by other international media/journalists thus making it viral. ?

? So, go ahead & create a Buzz about your Business, Product, Service, Offer, Event, Book Release, or just about anything. Tell your story to the world!

Send us a message to get started.

or visit: ? http://bit.ly/PressReleaseOfficial ?

Let's go! ?",,,https://www.linkedin.com/company/digitalmediaventures,,,https://static.myflashinfo.com/image/c/3/c/c3c41d1c16a7b3c980006544876e87f5.jpeg,,,New York,2月10日
0ec1841b7a45c3a52686d186305c974e,,Red Hook,dminorstudio,Privately Held,"Red Hook, New York, 12571, US",United States,2011,us,"Red Hook, New York",,"Technology, Information and Internet","Dminorstudio is a digital marketing agency with a focus on US and Chinese market. The company currently has offices in China and the United States. We believe that design, technology and user experience are all indispensable to good Internet products. Using our Internet knowledge and experience we help our customers to create better products and services.",,,https://www.linkedin.com/company/dminorstudio,https://www.twitter.com/dminorstudio,,https://static.myflashinfo.com/image/2/8/9/2890e5ad49ed3617a4ad84a79dd23a66.jpeg,,,New York,2月10日
cc683bcce19b2e0e20d4b649980720dc,,Islip Terrace,Doctors+,Privately Held,"Islip Terrace, NY, 11752, US",United States,,us,"Islip Terrace, NY",,"Technology, Information and Internet",Doctors+ is an online service that connects patients with the best local doctors.,,,https://www.linkedin.com/company/doctorsplusco,,,https://static.myflashinfo.com/image/f/3/7/f374d5522d180bdf65c4815b5f3af686.jpeg,,,New York,2月10日
ea9d37c606cdd464c62dfcbc1b3bea38,,New York City,Domain Magnate LLC,Privately Held,"347 5th Ave Suite , New York City, NY, 10016, US",United States,2005,us,"New York City, NY",,"Technology, Information and Internet","Domain Magnate specializes in the acquisition, restructure and sale of established Internet based businesses since 2005. Our growing expertise in due diligence, SEO, content management, online marketing and monetization have helped hundreds of clients and partners successfully sell their businesses on preferred terms and also buy established online businesses to grow them further.",,,https://www.linkedin.com/company/domainmagnate,,,https://static.myflashinfo.com/image/e/3/e/e3e71cf8738928c6a794b32143aab497.jpeg,,,New York,2月10日
9e44da87beac278e961766637d600434,,Pleasantville,Double Time Docs,Partnership,"44 Greenmeadow Rd, Pleasantville, New York, 10570, US",United States,2017,us,"Pleasantville, New York",,"Technology, Information and Internet","Double Time Docs is an EdTech company, providing online software for the Special Ed field.

The Double Time Docs SaaS is an online software that helps you write your Pediatric Occupational Therapy, Physical Therapy and Speech and Language Pathology evaluation reports very quickly. You simply answer multiple choice, fill-in and short answer questions and your fully-written report is generated automatically.",https://www.facebook.com/doubletimedocs,,https://www.linkedin.com/company/double-time-docs,,https://www.youtube.com/watch,https://static.myflashinfo.com/image/8/f/0/8f093f94d54e0c4c0351ad1ba1cdaadf.jpeg,,,New York,2月10日
ff04faef880714b916d1890240e3f47f,,Mineola,DPR Digital,Privately Held,"160 1st Street #1834, Mineola, NY, 11501, US",United States,2010,us,"Mineola, NY",,"Technology, Information and Internet","DPR Digital specializes in small business consulting services. We work with our clients, both new and established, for customized solutions utilizing the latest information and technology resources for their unique business or organizational needs. We continually identify untapped potential for these emerging technologies and seek to realize them for our clients. Our vision leads us to serve existing and start-up businesses to achieve their maximum potential utilizing the vast untapped potential of modern technology. Ask Us Anything.",,,https://www.linkedin.com/company/dpr-digital,,,https://static.myflashinfo.com/image/4/6/b/46b822ea51238c35de11f531f42202bd.jpeg,,,New York,0-1
cea05fb983d295d96f7d28936ec7be7d,,New York City,DriftPilot,Privately Held,"New York City, NY, 10036, US",United States,2019,us,"New York City, NY",,"Technology, Information and Internet","It's all about the journey. And at DriftPilot we are obsessed with re-imagining a business traveler's journey. We are passionate about travel, which is why we are rebuilding the entire business travel experience from the ground up and we are on a mission to change how the world travels for business. Let's make a dent.",https://www.facebook.com/driftpilothq,,https://www.linkedin.com/company/driftpilot,https://www.twitter.com/drift_pilot,,https://static.myflashinfo.com/image/e/e/e/eee53bcdd2b90786cf91ecd6d8f0db4b.jpeg,,,New York,0-1
d9ac14a2036edb248c631aebc57708c8,,Islip,EGO03 Business Adventures Inc.,Privately Held,"Islip, New York, 11751, US",United States,,us,"Islip, New York",,"Technology, Information and Internet","Why choose Zen Digital? It is a simple holistic approach to website analysis and reporting. The intention with every client to level up their organization. It starts with listening to the client's goals for their business and asking where they are stuck. Having that knowledge and then analyzing their data and enables me to give them an objective plan of action to move their organizations forward. How did Neil get to the digital space?  It was by accident. Spending numerous years in the financial services sector being an analyst, after my last position ended, it was a simple decision never to go back to that industry. By accident, I was hired from a phone interview for an analyst role at a local travel company. Within three months, the digital world landed in my cubicle. It was a self-study in Web Trends, Omniture - Adobe Analytics, and Google Analytics. In my time there, the digital space was still young, and mobile was in its infancy. The group managed a multi-million dollar business unit direct to consumer online travel brand. It was the most profitable business unit in the company. The corporate world can be cruel, and someone came up with a better idea. The business unit was eliminated. From there, I spent a short period in the healthy and beauty product sector. There I was exposed to Facebook Insights. Eye On Insights was born from that experience. The experience showed me that to be a digital analytics practioner, it takes practice. While searching for a new role in the corporate world, it was time to become independent to gain more experience. I had the knowledge and the tools to scale website reporting and analysis quickly. Fiverr.com was new, and I was a first-mover in the web analytics category. There was one day where I did work for five different companies. Even today, there are a few repeat clients. Working across numerous industries, my client base is diverse now. It ranges from six to seven figures in annual revenue:",https://www.facebook.com/zendigitalanalytics,,https://www.linkedin.com/company/ego03-business-adventures-inc.,https://www.twitter.com/nh_shapiro,,https://static.myflashinfo.com/image/f/b/d/fbd10d429cd337b5afe74d66d9fad4f6.jpeg,,,New York,0-1
cb21fd87df5346568c8831489b6efa55,,Monsey,eLawMarketing,Privately Held,,United States,2002,us,,,"Technology, Information and Internet","ELawMarketing is a leading provider of online marketing services to the legal industry. Since 2002, we have worked with over 100 law firms and individual attorneys to execute online marketing strategies that delivered exceptional results.

In the process, we have developed a comprehensive suite of online marketing services tailored to the needs of law firms, including website and blog design and development, email marketing, SEO, social media, podcasts, Flash animation, and website and email marketing audits.

Rather than hiring and supervising multiple vendors, your firm can rely on eLawMarketing as your single point of contact to identify and manage the necessary talent and resources to implement any online marketing project.",,,https://www.linkedin.com/company/elawmarketing,,,https://static.myflashinfo.com/image/d/b/1/db1c9d0bbfd2ef63883e24783e74c6d1.jpeg,,,New York,11-50
1d9a873da20565374165c3f5f0aeac9e,,Richmond Hill,"Elemento, Inc.",Public Company,,United States,2003,us,,,"Technology, Information and Internet","Elemento Inc, a web development service company, understands the needs of the clients to provide solutions through planning, design and development. We specialize in developing sites using standard web practices and well-proven tools. We make certain that each site is flexible to cope with the ever changing technologies.",https://www.facebook.com/elementoinc,,https://www.linkedin.com/company/elemento-inc-,https://www.twitter.com/elementoinc,,https://static.myflashinfo.com/image/7/6/3/7636ee12f4a6d456fa8954efa61a2eaa.jpeg,,,New York,2月10日
